Country,Year,Month,CumulativeTotalCases,MonthlyNewCases,ActiveCases,CumulativeTotalDeaths,MonthlyNewDeaths
Japan,2020,7,752863,15815,118704,30567,34
Japan,2020,8,1664738,33572,375471,34511,273
Japan,2020,9,2286838,15180,205016,43401,285
Japan,2020,10,2844466,17422,169093,51380,191
Japan,2020,11,3598049,46480,382896,57142,364
Japan,2020,12,5783091,83746,819368,84383,1295
Japan,2021,1,9729261,156815,1769498,137458,2240
Japan,2021,2,11614571,45105,746321,192717,2206
Japan,2021,3,13984913,40472,422829,265972,1253
Japan,2021,4,15738400,115104,1102551,287132,1081
Japan,2021,5,20916232,158365,2072522,357134,2773
Japan,2021,6,23325714,53366,905461,422150,1773
Japan,2021,7,26065303,115596,855795,465059,444
Japan,2021,8,36264843,556304,5066017,479875,810
Japan,2021,9,49127527,231854,3436463,506854,1611
Japan,2021,10,53212051,18812,334093,558633,656
Japan,2021,11,51759675,4586,61144,549790,98
Japan,2021,12,53617463,6104,40911,569658,34
Japan,2022,1,61349599,936313,5648448,572682,371
Japan,2022,2,109532786,2281011,22667444,580195,4682
Japan,2022,3,180459654,1554224,17082568,813053,4564
Japan,2022,4,216906210,1345379,14255389,866223,1538
Japan,2022,5,112900327,449332,4845766,416926,457
Jordan,2020,2,0,0,0,0,0
Jordan,2020,3,2470,273,2331,15,5
Jordan,2020,4,11816,179,4786,200,3
Jordan,2020,5,18801,286,5364,278,1
Jordan,2020,6,28514,393,7295,270,0
Jordan,2020,7,36345,61,4993,322,2
Jordan,2020,8,45488,841,6214,372,4
Jordan,2020,9,140406,9791,57335,860,46
Jordan,2020,10,1138829,60782,925332,11016,768
Jordan,2020,11,4471920,146823,2564225,53755,1922
Jordan,2020,12,8196380,75064,1119463,105737,1083
Jordan,2021,1,9694303,32361,382631,127430,482
Jordan,2021,2,9868118,64235,526369,125439,385
Jordan,2021,3,15461791,220487,2431320,173615,2157
Jordan,2021,4,20243727,99796,1511744,240547,1978
Jordan,2021,5,22476517,25161,287522,285932,626
Jordan,2021,6,22334746,14870,230409,288561,288
Jordan,2021,7,23569135,19308,240520,306367,282
Jordan,2021,8,24316075,26414,368369,316987,379
Jordan,2021,9,24322704,26793,364933,317330,307
Jordan,2021,10,26095938,38622,488225,337046,320
Jordan,2021,11,27054565,91402,1031658,338510,570
Jordan,2021,12,31636709,109462,1729436,376010,1045
Jordan,2022,1,34650383,161904,1274559,402133,564
Jordan,2022,2,41245776,406399,4241096,379113,618
Jordan,2022,3,51903544,61518,972129,432600,202
Jordan,2022,4,50824993,990,42205,421422,11
Jordan,2022,5,23719024,0,17178,196672,0
Kazakhstan,2020,2,0,0,0,0,0
Kazakhstan,2020,3,3597,632,3427,7,2
Kazakhstan,2020,4,84828,5621,66103,432,22
Kazakhstan,2020,5,370403,13710,193096,993,15
Kazakhstan,2020,6,863216,20158,321246,2503,122
Kazakhstan,2020,7,2017083,48957,768926,12877,612
Kazakhstan,2020,8,3130411,16717,591408,32709,421
Kazakhstan,2020,9,3208114,2113,144297,39218,159
Kazakhstan,2020,10,3391500,4045,105487,43145,86
Kazakhstan,2020,11,3635916,19706,275616,45495,150
Kazakhstan,2020,12,4452221,23061,416447,52203,194
Kazakhstan,2021,1,5232612,31991,412517,58801,244
Kazakhstan,2021,2,5641725,26098,431173,60324,242
Kazakhstan,2021,3,7038154,32172,525198,73861,274
Kazakhstan,2021,4,8442116,74837,1053946,85044,622
Kazakhstan,2021,5,11063886,66731,1161423,110720,790
Kazakhstan,2021,6,12127576,36588,654889,125252,394
Kazakhstan,2021,7,15045034,149439,1664050,153569,1517
Kazakhstan,2021,8,21422778,216895,3409974,236968,3438
Kazakhstan,2021,9,25392733,95415,2090707,313120,1874
Kazakhstan,2021,10,28333504,54331,1438291,362336,918
Kazakhstan,2021,11,28721162,32324,903809,372826,600
Kazakhstan,2021,12,30409227,16325,556714,399283,316
Kazakhstan,2022,1,33332148,245622,2415176,406011,230
Kazakhstan,2022,2,35986381,68834,1741504,376872,354
Kazakhstan,2022,3,40435855,2813,291403,422985,63
Kazakhstan,2022,4,39160617,398,31128,409799,1
Kazakhstan,2022,5,18278195,103,8806,191249,1
Kenya,2020,2,0,0,0,0,0
Kenya,2020,3,375,58,362,6,0
Kenya,2020,4,7263,337,4840,297,16
Kenya,2020,5,29773,1566,15803,1314,47
Kenya,2020,6,118814,4404,63148,3215,84
Kenya,2020,7,386628,14270,185167,6907,193
Kenya,2020,8,902573,13565,244727,14879,236
Kenya,2020,9,1091974,4328,143764,19096,134
Kenya,2020,10,1385303,16663,44631,25632,285
Kenya,2020,11,2106033,28426,179842,37701,473
Kenya,2020,12,2856847,12840,-234655,49512,201
Kenya,2021,1,3065046,4315,-408192,53433,93
Kenya,2021,2,2887159,5200,-378683,50515,93
Kenya,2021,3,3634398,28085,-155582,61069,297
Kenya,2021,4,4463081,25260,301709,73188,571
Kenya,2021,5,5134850,11417,310431,92363,448
Kenya,2021,6,5309765,13426,309371,102573,462
Kenya,2021,7,5959523,19052,238447,117021,297
Kenya,2021,8,6858310,32650,348682,134940,795
Kenya,2021,9,7335731,13571,154186,148307,397
Kenya,2021,10,7804262,3876,51372,161600,158
Kenya,2021,11,7629795,1778,40020,159514,54
Kenya,2021,12,8248547,39940,355027,165865,43
Kenya,2022,1,9750522,26353,942114,170225,205
Kenya,2022,2,9028188,1565,454322,157532,56
Kenya,2022,3,10019802,477,87037,174988,9
Kenya,2022,4,9708177,350,4207,169459,1
Kenya,2022,5,4534291,238,2303,79086,0
Kiribati,2020,2,0,0,0,0,0
Kiribati,2020,3,0,0,0,0,0
Kiribati,2020,4,0,0,0,0,0
Kiribati,2020,5,0,0,0,0,0
Kiribati,2020,6,0,0,0,0,0
Kiribati,2020,7,0,0,0,0,0
Kiribati,2020,8,0,0,0,0,0
Kiribati,2020,9,0,0,0,0,0
Kiribati,2020,10,0,0,0,0,0
Kiribati,2020,11,0,0,0,0,0
Kiribati,2020,12,0,0,0,0,0
Kiribati,2021,1,0,0,0,0,0
Kiribati,2021,2,0,0,0,0,0
Kiribati,2021,3,0,0,0,0,0
Kiribati,2021,4,0,0,0,0,0
Kiribati,2021,5,0,0,0,0,0
Kiribati,2021,6,0,0,0,0,0
Kiribati,2021,7,0,0,0,0,0
Kiribati,2021,8,0,0,0,0,0
Kiribati,2021,9,0,0,0,0,0
Kiribati,2021,10,0,0,0,0,0
Kiribati,2021,11,0,0,0,0,0
Kiribati,2021,12,0,0,0,0,0
Kiribati,2022,1,1983,423,1983,0,0
Kiribati,2022,2,63996,2467,43401,159,10
Kiribati,2022,3,93856,139,17713,390,2
Kiribati,2022,4,92182,16,13964,390,0
Kiribati,2022,5,43259,11,6656,182,0
Kuwait,2020,2,175,40,175,0,0
Kuwait,2020,3,4176,244,3515,0,0
Kuwait,2020,4,51368,3735,39360,234,26
Kuwait,2020,5,445816,23019,298878,3288,186
Kuwait,2020,6,1106772,19152,297504,8890,142
Kuwait,2020,7,1776417,20762,287651,12450,93
Kuwait,2020,8,2362626,18152,241958,15391,84
Kuwait,2020,9,2885759,20073,259100,17095,79
Kuwait,2020,10,3569876,20744,239448,21447,169
Kuwait,2020,11,4082135,16709,224901,25156,101
Kuwait,2020,12,4554849,7949,103989,28275,54
Kuwait,2021,1,4881830,14673,158272,29369,25
Kuwait,2021,2,4988724,25595,273437,28292,124
Kuwait,2021,3,6584268,41251,428021,36957,230
Kuwait,2021,4,7607062,41888,445661,43200,250
Kuwait,2021,5,9056466,35231,412670,52241,209
Kuwait,2021,6,9975862,47465,492895,55499,197
Kuwait,2021,7,11816814,41144,507119,67427,351
Kuwait,2021,8,12582193,12029,197653,73997,99
Kuwait,2021,9,12328118,1795,35605,73050,30
Kuwait,2021,10,12780113,1023,17024,76151,12
Kuwait,2021,11,12390847,684,8329,73895,4
Kuwait,2021,12,12843019,3773,24253,76455,3
Kuwait,2022,1,14561596,128582,1007879,76843,29
Kuwait,2022,2,16753379,74177,950849,70588,41
Kuwait,2022,3,19402533,9084,122728,79047,16
Kuwait,2022,4,18920606,2431,34334,76648,1
Kuwait,2022,5,8844437,665,7951,35770,0
Kyrgyzstan,2020,2,0,0,0,0,0
Kyrgyzstan,2020,3,1077,192,1061,0,0
Kyrgyzstan,2020,4,24262,1168,10822,580,26
Kyrgyzstan,2020,5,66686,1832,-3589,1513,29
Kyrgyzstan,2020,6,156607,6488,6881,3513,152
Kyrgyzstan,2020,7,720942,26120,301302,18836,759
Kyrgyzstan,2020,8,1276248,8093,197996,32242,88
Kyrgyzstan,2020,9,1354164,2771,91776,31862,6
Kyrgyzstan,2020,10,1605533,12209,154871,34164,80
Kyrgyzstan,2020,11,1992076,13929,231517,36200,127
Kyrgyzstan,2020,12,2410060,8227,171525,40865,84
Kyrgyzstan,2021,1,2570332,3495,87357,42868,57
Kyrgyzstan,2021,2,2393468,1700,51137,40356,52
Kyrgyzstan,2021,3,2700938,2145,52142,45967,35
Kyrgyzstan,2021,4,2744413,6901,97169,46321,105
Kyrgyzstan,2021,5,3111239,9454,152858,52859,204
Kyrgyzstan,2021,6,3384472,20274,213026,57170,192
Kyrgyzstan,2021,7,4519651,37889,585440,66891,325
Kyrgyzstan,2021,8,5315306,12842,233917,75767,203
Kyrgyzstan,2021,9,5321283,2798,91991,77299,79
Kyrgyzstan,2021,10,5574764,2727,83843,81657,64
Kyrgyzstan,2021,11,5472493,2092,82834,81261,75
Kyrgyzstan,2021,12,5706329,1338,67107,86079,56
Kyrgyzstan,2022,1,5908411,13627,178727,87867,78
Kyrgyzstan,2022,2,5597475,2184,121871,81947,77
Kyrgyzstan,2022,3,6223350,435,58374,92212,31
Kyrgyzstan,2022,4,6029294,57,49956,89727,3
Kyrgyzstan,2022,5,2813902,1,22349,41874,0
Laos,2020,2,0,0,0,0,0
Laos,2020,3,50,7,0,0,0
Laos,2020,4,503,10,0,0,0
Laos,2020,5,589,0,0,0,0
Laos,2020,6,570,0,0,0,0
Laos,2020,7,597,1,0,0,0
Laos,2020,8,656,2,0,0,0
Laos,2020,9,680,1,0,0,0
Laos,2020,10,724,1,0,0,0
Laos,2020,11,846,15,0,0,0
Laos,2020,12,1259,2,0,0,0
Laos,2021,1,1292,3,0,0,0
Laos,2021,2,1258,1,0,0,0
Laos,2021,3,1485,4,0,0,0
Laos,2021,4,4930,708,0,0,0
Laos,2021,5,47255,1155,0,45,2
Laos,2021,6,60672,209,0,90,0
Laos,2021,7,110312,4178,0,129,4
Laos,2021,8,331775,8716,0,296,7
Laos,2021,9,559637,8831,0,479,5
Laos,2021,10,983155,16425,0,1221,46
Laos,2021,11,1693580,33467,0,3344,105
Laos,2021,12,2909296,37322,0,8218,202
Laos,2022,1,3845945,22793,0,14825,175
Laos,2022,2,3896817,8890,0,16611,74
Laos,2022,3,4746812,34155,0,19946,44
Laos,2022,4,5931846,30571,0,21335,79
Laos,2022,5,2919934,1917,0,10489,10
Latvia,2020,2,0,0,0,0,0
Latvia,2020,3,3287,397,3056,0,0
Latvia,2020,4,20147,460,7796,224,16
Latvia,2020,5,30402,208,3676,628,9
Latvia,2020,6,32971,52,960,841,5
Latvia,2020,7,36487,113,1360,952,2
Latvia,2020,8,40754,165,2026,1013,2
Latvia,2020,9,45572,428,3562,1064,3
Latvia,2020,10,106264,4070,40935,1458,34
Latvia,2020,11,326976,11181,131327,3952,135
Latvia,2020,12,875710,23829,287004,12220,429
Latvia,2021,1,1678918,25337,371646,29302,560
Latvia,2021,2,2151827,19945,285216,40498,423
Latvia,2021,3,2937772,16177,241741,55047,281
Latvia,2021,4,3303437,16195,216502,60787,232
Latvia,2021,5,3941920,14641,244500,70175,245
Latvia,2021,6,4081207,4230,81939,73814,137
Latvia,2021,7,4281523,1434,20486,78775,43
Latvia,2021,8,4353331,3774,43075,79501,22
Latvia,2021,9,4478625,15654,167522,79002,139
Latvia,2021,10,5739038,60848,724856,90405,533
Latvia,2021,11,7202688,34520,667496,113234,929
Latvia,2021,12,8213909,23015,325090,136581,391
Latvia,2022,1,9786896,116090,1103041,146548,303
Latvia,2022,2,14875123,260356,3636866,141386,351
Latvia,2022,3,23168026,145906,2675436,168796,377
Latvia,2022,4,24398167,22987,509308,170751,159
Latvia,2022,5,11538530,3686,80011,80999,38
Lebanon,2020,2,21,6,21,0,0
Lebanon,2020,3,5272,456,4898,111,12
Lebanon,2020,4,18944,262,15497,616,12
Lebanon,2020,5,29199,495,16281,799,3
Lebanon,2020,6,44582,558,15741,934,7
Lebanon,2020,7,85807,2777,38148,1288,27
Lebanon,2020,8,303109,12753,209430,3321,115
Lebanon,2020,9,806934,22326,491549,8461,221
Lebanon,2020,10,1859410,41594,980769,16998,300
Lebanon,2020,11,3175672,46716,1355795,27152,424
Lebanon,2020,12,4731866,53559,1427441,42399,497
Lebanon,2021,1,7586618,119549,2793205,67509,1464
Lebanon,2021,2,9501209,73998,2716173,111944,1610
Lebanon,2021,3,13134875,93350,2663250,170411,1542
Lebanon,2021,4,15091550,58178,2348225,204486,1044
Lebanon,2021,5,16593149,13810,989047,234735,451
Lebanon,2021,6,16285496,4478,221845,234053,122
Lebanon,2021,7,17078600,16514,249430,244302,55
Lebanon,2021,8,18075800,40886,983340,247426,147
Lebanon,2021,9,18453859,21964,947938,246109,272
Lebanon,2021,10,19631449,17794,557369,260929,177
Lebanon,2021,11,19638710,28632,640054,258195,223
Lebanon,2021,12,21596029,57274,1306248,276181,394
Lebanon,2022,1,25440274,193278,3836034,290797,487
Lebanon,2022,2,28421970,147502,5584533,276244,485
Lebanon,2022,3,33627309,23447,2322783,316731,212
Lebanon,2022,4,32855732,4798,307590,310600,83
Lebanon,2022,5,15364696,1001,51612,145572,21
Lesotho,2020,2,0,0,0,0,0
Lesotho,2020,3,0,0,0,0,0
Lesotho,2020,4,0,0,0,0,0
Lesotho,2020,5,29,1,21,0,0
Lesotho,2020,6,370,36,239,0,0
Lesotho,2020,7,12904,851,9694,295,23
Lesotho,2020,8,41008,711,23431,1419,28
Lesotho,2020,9,58699,751,24930,1687,11
Lesotho,2020,10,83831,526,33667,2228,12
Lesotho,2020,11,90064,229,32264,2280,0
Lesotho,2020,12,112095,1452,40012,2505,11
Lesotho,2021,1,287587,8216,189635,5352,186
Lesotho,2021,2,410291,2695,260032,10713,190
Lesotho,2021,3,483216,314,263747,15086,32
Lesotho,2021,4,473856,35,200819,14876,2
Lesotho,2021,5,492951,147,154769,15695,16
Lesotho,2021,6,486695,754,157238,15457,5
Lesotho,2021,7,558825,2305,210251,16881,74
Lesotho,2021,8,644126,2194,285823,19171,40
Lesotho,2021,9,636616,44,284330,18960,0
Lesotho,2021,10,666737,373,275230,20242,26
Lesotho,2021,11,651276,144,234614,19813,4
Lesotho,2021,12,767767,7873,305647,20609,9
Lesotho,2022,1,975083,2598,347166,21241,22
Lesotho,2022,2,907803,362,248947,19473,3
Lesotho,2022,3,1016104,298,257428,21605,1
Lesotho,2022,4,987300,0,241740,20910,0
Lesotho,2022,5,460740,0,112812,9758,0
Liberia,2020,2,0,0,0,0,0
Liberia,2020,3,42,2,42,0,0
Liberia,2020,4,2056,138,1501,202,15
Liberia,2020,5,6898,147,2891,687,11
Liberia,2020,6,15416,492,7507,962,9
Liberia,2020,7,32101,406,14867,1782,39
Liberia,2020,8,39105,118,12669,2500,7
Liberia,2020,9,39742,39,1197,2460,0
Liberia,2020,10,42758,83,1204,2542,0
Liberia,2020,11,45271,169,3208,2467,1
Liberia,2020,12,53520,184,8063,2573,0
Liberia,2021,1,57846,160,5063,2594,1
Liberia,2021,2,55312,75,2317,2367,1
Liberia,2021,3,63025,28,1620,2635,0
Liberia,2021,4,61895,57,1938,2550,0
Liberia,2021,5,66163,92,1824,2643,1
Liberia,2021,6,84873,1902,17975,2953,42
Liberia,2021,7,161401,1363,49459,5264,90
Liberia,2021,8,171188,266,2279,7029,65
Liberia,2021,9,172979,77,1605,8495,3
Liberia,2021,10,179953,13,1878,8877,1
Liberia,2021,11,174536,12,1211,8610,0
Liberia,2021,12,183624,454,3250,8897,0
Liberia,2022,1,217137,994,30907,8921,3
Liberia,2022,2,205537,112,36497,8124,4
Liberia,2022,3,229185,16,41914,9114,0
Liberia,2022,4,222410,34,41180,8820,0
Liberia,2022,5,104127,17,19553,4116,0
Libya,2020,2,0,0,0,0,0
Libya,2020,3,33,9,32,0,0
Libya,2020,4,1196,51,856,38,2
Libya,2020,5,2340,95,1247,102,2
Libya,2020,6,14275,668,11139,316,19
Libya,2020,7,57791,2797,43866,1441,50
Libya,2020,8,257246,10345,223493,4835,163
Libya,2020,9,739939,20559,408819,11723,314
Libya,2020,10,1475402,26570,627360,21710,306
Libya,2020,11,2198676,21714,825959,30616,326
Libya,2020,12,2861262,17468,876235,41136,295
Libya,2021,1,3375585,18354,668853,51651,399
Libya,2021,2,3560392,14707,409722,57012,302
Libya,2021,3,4553941,25619,321305,75155,488
Libya,2021,4,5099709,18551,344417,86003,362
Libya,2021,5,5631248,8268,325424,95699,97
Libya,2021,6,5691114,7698,338050,94932,67
Libya,2021,7,6737243,55640,951116,102235,316
Libya,2021,8,8785096,59858,2247546,121320,738
Libya,2021,9,9807705,31112,2415630,134030,404
Libya,2021,10,10831491,17254,2049412,151188,448
Libya,2021,11,10961163,15298,1177993,159205,357
Libya,2021,12,11795326,16098,285135,173001,254
Libya,2022,1,12444267,40932,345162,181551,307
Libya,2022,2,13177484,64780,1089929,172007,244
Libya,2022,3,15496621,7259,331774,196914,154
Libya,2022,4,15055162,199,141293,192813,15
Libya,2022,5,7026656,0,63014,90020,0
Liechtenstein,2020,2,0,0,0,0,0
Liechtenstein,2020,3,721,67,721,0,0
Liechtenstein,2020,4,2381,14,979,27,0
Liechtenstein,2020,5,2542,0,806,31,0
Liechtenstein,2020,6,2460,0,598,30,0
Liechtenstein,2020,7,2634,6,80,31,0
Liechtenstein,2020,8,2952,19,173,31,0
Liechtenstein,2020,9,3352,11,166,30,0
Liechtenstein,2020,10,7567,415,2630,34,2
Liechtenstein,2020,11,28878,737,6807,224,13
Liechtenstein,2020,12,51460,866,6940,750,23
Liechtenstein,2021,1,73485,357,4065,1509,13
Liechtenstein,2021,2,71015,74,809,1482,2
Liechtenstein,2021,3,81102,103,1152,1713,2
Liechtenstein,2021,4,83726,256,2151,1689,1
Liechtenstein,2021,5,92452,86,1237,1792,1
Liechtenstein,2021,6,90770,24,531,1760,1
Liechtenstein,2021,7,94941,49,579,1829,0
Liechtenstein,2021,8,98280,188,1463,1829,0
Liechtenstein,2021,9,101609,174,1591,1791,1
Liechtenstein,2021,10,108324,129,1031,1866,1
Liechtenstein,2021,11,119018,1057,6752,1830,0
Liechtenstein,2021,12,169454,1475,11398,2065,8
Liechtenstein,2022,1,227284,2820,13290,2231,4
Liechtenstein,2022,2,297010,3073,12734,2100,5
Liechtenstein,2022,3,449577,4377,19222,2499,6
Liechtenstein,2022,4,506593,807,6599,2520,0
Liechtenstein,2022,5,241728,148,1183,1176,0
Lithuania,2020,2,2,1,2,0,0
Lithuania,2020,3,1807,363,1759,30,4
Lithuania,2020,4,28333,945,24964,574,28
Lithuania,2020,5,45294,296,13174,1304,22
Lithuania,2020,6,50805,141,6831,1763,7
Lithuania,2020,7,57202,269,5737,1935,2
Lithuania,2020,8,74545,847,18119,2025,6
Lithuania,2020,9,107901,1904,35435,2141,8
Lithuania,2020,10,257260,10999,138919,3179,75
Lithuania,2020,11,1121288,46773,729320,10105,469
Lithuania,2020,12,3216858,82739,1434119,36339,1181
Lithuania,2021,1,5240951,39199,1087125,74134,1015
Lithuania,2021,2,5381500,14679,388316,85827,429
Lithuania,2021,3,6414074,16981,352679,106080,329
Lithuania,2021,4,6936473,31184,524441,112277,352
Lithuania,2021,5,8177575,27081,618737,127372,343
Lithuania,2021,6,8327707,4383,290724,130311,113
Lithuania,2021,7,8678917,4048,224149,136479,32
Lithuania,2021,8,9006842,16005,375683,138471,148
Lithuania,2021,9,9397476,32883,533190,142720,433
Lithuania,2021,10,11401976,77007,1020474,168048,884
Lithuania,2021,11,13313001,61719,1045008,190782,861
Lithuania,2021,12,15400834,49301,844898,219293,650
Lithuania,2022,1,17963763,160276,1584815,237160,495
Lithuania,2022,2,22826259,222531,2734153,228398,556
Lithuania,2022,3,30148633,122384,2285569,268873,439
Lithuania,2022,4,31376896,33268,1145645,270102,213
Lithuania,2022,5,14833284,2388,302519,127633,33
Luxembourg,2020,2,1,0,1,0,0
Luxembourg,2020,3,14152,1781,13702,164,23
Luxembourg,2020,4,81200,1312,28091,1943,67
Luxembourg,2020,5,99560,194,6014,3228,20
Luxembourg,2020,6,100578,228,3820,3300,0
Luxembourg,2020,7,136606,1969,24005,3446,4
Luxembourg,2020,8,189901,1192,20549,3780,10
Luxembourg,2020,9,225883,1832,24900,3720,0
Luxembourg,2020,10,355148,9424,87218,4216,33
Luxembourg,2020,11,810524,16745,287781,7006,164
Luxembourg,2020,12,1305870,11924,247228,12928,177
Luxembourg,2021,1,1509299,4097,87593,16921,82
Luxembourg,2021,2,1484522,4736,76424,17105,58
Luxembourg,2021,3,1809444,6207,98420,21577,108
Luxembourg,2021,4,1936172,5563,100398,23310,50
Luxembourg,2021,5,2135984,2727,60519,25008,19
Luxembourg,2021,6,2112721,855,15115,24539,3
Luxembourg,2021,7,2249994,3083,40087,25418,4
Luxembourg,2021,8,2317984,1890,25543,25649,8
Luxembourg,2021,9,2310622,2459,33789,25001,5
Luxembourg,2021,10,2475963,3464,46169,26010,8
Luxembourg,2021,11,2554094,7498,90494,25731,32
Luxembourg,2021,12,2965040,14585,177491,27793,40
Luxembourg,2022,1,3958420,54219,664891,28963,37
Luxembourg,2022,2,4870139,25192,548081,27277,39
Luxembourg,2022,3,6119755,32654,408325,31332,45
Luxembourg,2022,4,6849408,22025,431326,31555,28
Luxembourg,2022,5,3377321,6326,117470,14961,9
Macedonia,2020,2,4,0,4,0,0
Macedonia,2020,3,2515,328,2424,40,9
Macedonia,2020,4,29086,1136,21905,1283,68
Macedonia,2020,5,55465,761,13461,3164,56
Macedonia,2020,6,127852,4108,65852,6176,169
Macedonia,2020,7,267796,4420,117271,12485,184
Macedonia,2020,8,393574,3587,96644,16907,117
Macedonia,2020,9,484486,3636,62880,20038,136
Macedonia,2020,10,721228,13595,160251,26064,255
Macedonia,2020,11,1422228,30306,522766,40405,769
Macedonia,2020,12,2316938,21451,658660,67591,740
Macedonia,2021,1,2736461,9364,424689,83407,352
Macedonia,2021,2,2725082,10094,196013,83970,282
Macedonia,2021,3,3572167,27235,401323,105174,644
Macedonia,2021,4,4319854,22345,577823,130729,1074
Macedonia,2021,5,4785853,2900,203892,161097,558
Macedonia,2021,6,4666348,417,14124,164028,71
Macedonia,2021,7,4833379,696,7384,170125,9
Macedonia,2021,8,5095515,20114,214333,174299,445
Macedonia,2021,9,5548375,14914,397729,190229,730
Macedonia,2021,10,6104115,11144,241952,214529,464
Macedonia,2021,11,6289621,13033,242727,220674,449
Macedonia,2021,12,6832543,9464,175172,241156,379
Macedonia,2022,1,7605926,43852,443218,252255,449
Macedonia,2022,2,8032367,28361,264246,245486,601
Macedonia,2022,3,9367443,8717,68663,283503,211
Macedonia,2022,4,9246884,3592,32225,277692,59
Macedonia,2022,5,4342718,1113,8662,129987,9
Madagascar,2020,2,0,0,0,0,0
Madagascar,2020,3,271,54,271,0,0
Madagascar,2020,4,3143,71,2127,0,0
Madagascar,2020,5,10767,643,6966,39,5
Madagascar,2020,6,42207,1443,27058,356,14
Madagascar,2020,7,192907,8654,81911,1707,86
Madagascar,2020,8,420613,3995,46417,4977,86
Madagascar,2020,9,473830,1545,32283,6432,38
Madagascar,2020,10,519886,703,15000,7379,14
Madagascar,2020,11,517577,230,13585,7460,7
Madagascar,2020,12,544372,373,9164,7986,10
Madagascar,2021,1,564230,1351,11130,8371,20
Madagascar,2021,2,545744,766,12150,8101,16
Madagascar,2021,3,671130,4595,42292,10429,121
Madagascar,2021,4,920949,12588,162741,15973,225
Madagascar,2021,5,1234386,4328,79767,23481,196
Madagascar,2021,6,1257988,874,23547,26571,74
Madagascar,2021,7,1316897,447,20226,28916,30
Madagascar,2021,8,1326662,206,18741,29476,13
Madagascar,2021,9,1293551,728,25315,28729,2
Madagascar,2021,10,1352044,29,41358,29704,2
Madagascar,2021,11,1313498,704,33041,28941,7
Madagascar,2021,12,1447410,5949,61672,30726,60
Madagascar,2022,1,1706118,9040,142025,35694,247
Madagascar,2022,2,1742230,4340,131390,37138,92
Madagascar,2022,3,1979813,350,105066,42678,18
Madagascar,2022,4,1922943,143,100802,41692,7
Madagascar,2022,5,898919,84,48251,19488,2
Malawi,2020,2,0,0,0,0,0
Malawi,2020,3,0,0,0,0,0
Malawi,2020,4,528,34,419,53,2
Malawi,2020,5,2747,247,1898,101,1
Malawi,2020,6,19374,940,15316,223,10
Malawi,2020,7,82351,2854,51260,1692,100
Malawi,2020,8,154885,1488,68329,4808,61
Malawi,2020,9,170733,207,49524,5325,4
Malawi,2020,10,181240,157,25513,5622,5
Malawi,2020,11,179366,98,11879,5542,1
Malawi,2020,12,191330,555,12353,5786,4
Malawi,2021,1,415229,17380,206670,11858,513
Malawi,2021,2,810716,7982,384937,26084,342
Malawi,2021,3,1020110,1606,179727,33680,73
Malawi,2021,4,1016273,527,37623,34049,31
Malawi,2021,5,1060863,260,24115,35730,7
Malawi,2021,6,1044901,1788,25288,35012,41
Malawi,2021,7,1332324,16221,206715,41833,439
Malawi,2021,8,1789312,8147,380770,60763,542
Malawi,2021,9,1835665,1086,221241,67368,105
Malawi,2021,10,1912941,216,85044,71056,19
Malawi,2021,11,1855421,120,33275,69088,5
Malawi,2021,12,2033747,13159,127693,71849,58
Malawi,2022,1,2529137,9400,436969,76504,197
Malawi,2022,2,2381038,864,266546,72596,54
Malawi,2022,3,2651001,301,167739,81301,11
Malawi,2022,4,2571539,141,44712,78902,8
Malawi,2022,5,1201466,106,13753,36883,2
Malaysia,2020,2,337,3,101,0,0
Malaysia,2020,3,27637,2741,23612,268,43
Malaysia,2020,4,145040,3236,66293,2393,59
Malaysia,2020,5,214779,1817,43881,3443,13
Malaysia,2020,6,252725,820,23842,3576,6
Malaysia,2020,7,271966,337,3646,3792,4
Malaysia,2020,8,284350,364,5773,3878,2
Malaysia,2020,9,302098,1884,17342,3895,9
Malaysia,2020,10,621112,20324,191893,5691,113
Malaysia,2020,11,1451172,34149,355543,9343,111
Malaysia,2020,12,2734703,47313,471877,13000,111
Malaysia,2021,1,4894111,101949,1072472,18714,289
Malaysia,2021,2,7379863,85793,1182585,27141,370
Malaysia,2021,3,10091945,44748,532418,37533,142
Malaysia,2021,4,11169973,63213,572565,41057,234
Malaysia,2021,5,14842763,163644,1494753,61917,1290
Malaysia,2021,6,20083427,179622,2147196,122330,2374
Malaysia,2021,7,28104044,361293,3635585,213798,3854
Malaysia,2021,8,44330803,632982,7538597,395138,7640
Malaysia,2021,9,60808599,499441,6641903,657686,9671
Malaysia,2021,10,73657794,225947,3153078,861612,2577
Malaysia,2021,11,76647517,161140,1987805,891981,1513
Malaysia,2021,12,83817240,125304,1679592,961174,1062
Malaysia,2022,1,87128455,112672,1333468,985148,491
Malaysia,2022,2,86977541,571978,4934295,902818,771
Malaysia,2022,3,120164609,759183,8655509,1054565,2234
Malaysia,2022,4,130835358,246085,3500904,1060813,564
Malaysia,2022,5,62441864,27869,397034,498136,65
Maldives,2020,2,0,0,0,0,0
Maldives,2020,3,293,16,202,0,0
Maldives,2020,4,2523,450,2072,2,0
Maldives,2020,5,32674,1305,29539,107,4
Maldives,2020,6,62485,588,20868,235,4
Maldives,2020,7,90220,1432,18160,422,7
Maldives,2020,8,182727,4011,71403,710,12
Maldives,2020,9,278856,2487,55077,959,6
